
**********************************************
Contact: Natoms = 1.00000000000e+04, as = 1.000000e+02 * a0, G = 1.085900e+03, G * par = 2.171801e+03
Regular DDI: add = 6.700000e+01 * a0, GD = 1.736905e+02, GD * par = 3.473811e+02, edd = 6.700000e-01
     Dipolar cutoff Scut = 8.416910e+00,

QF = 1: h2 = 1.792281e+03,         q5 = 1.707112e+00

Trap parameters:
GAMMA = 1.000000e+00, NU = 1.000000e+00, LAMBDA = 4.361370e-02
Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 1.3151422150218750e-01, DY = 1.3151422150218750e-01, DZ = 2.2918125546406252e+00, mx = 1.00e+01, my = 1.00e+01, mz = 1.00e+01
      Unit of length: aho = 6.123800e-07 m

Time discretization: NITER = 1000000 (NSNAP = 1000000)
                     DT = 3.459198e-03, mt = 5.00e+00

file ./imag3d-finalpsi.bin
MUREL = 1.000000e-10, MUEND=1.000000e+03

-----------------------------------------------------------------------------------------------
Snap      mu           Kin             Pot            Contact            DDI            QF
-----------------------------------------------------------------------------------------------
8448      2.0465920441492003e+00 3.5571416898611907e-01 9.4491715794556985e-01 1.9633093044474290e+00 -1.2173485872299179e+00 7.7912025741819935e-02
8449      2.0465778553683123e+00 3.5568998630142906e-01 9.4495981324814926e-01 1.9632114946917933e+00 -1.2172834388730593e+00 7.7906689952421657e-02
8450      2.0465637562629948e+00 3.5566563229965109e-01 9.4500249699805750e-01 1.9631143876651165e+00 -1.2172187606998301e+00 7.7901411955290642e-02
8451      2.0465497485323749e+00 3.5564111331711218e-01 9.4504520097898481e-01 1.9630179939998769e+00 -1.2171545597635989e+00 7.7896191946769291e-02
8452      2.0465358338233930e+00 3.5561643577114466e-01 9.4508791697107053e-01 1.9629223239366271e+00 -1.2170908428554494e+00 7.7891030094050073e-02
8453      2.0465220137310052e+00 3.5559160615761515e-01 9.4513063675246889e-01 1.9628273873273423e+00 -1.2170276165064211e+00 7.7885926535953887e-02
8454      2.0465082897983597e+00 3.5556663104851305e-01 9.4517335210091413e-01 1.9627331936385986e+00 -1.2169648869896659e+00 7.7880881383685541e-02
8455      2.0464946635169410e+00 3.5554151708959914e-01 9.4521605479527659e-01 1.9626397519544949e+00 -1.2169026603224296e+00 7.7875894721563546e-02
8456      2.0464811363266326e+00 3.5551627099807653e-01 9.4525873661710580e-01 1.9625470709793418e+00 -1.2168409422678914e+00 7.7870966607723982e-02
8457      2.0464677096158814e+00 3.5549089956033209e-01 9.4530138935222807e-01 1.9624551590402408e+00 -1.2167797383369194e+00 7.7866097074802215e-02
8458      2.0464543847217658e+00 3.5546540962970397e-01 9.4534400479227809e-01 1.9623640240894891e+00 -1.2167190537897055e+00 7.7861286130592094e-02
8459      2.0464411629300927e+00 3.5543980812427267e-01 9.4538657473626908e-01 1.9622736737068831e+00 -1.2166588936373322e+00 7.7856533758685315e-02
8460      2.0464280454754711e+00 3.5541410202469176e-01 9.4542909099214767e-01 1.9621841151019566e+00 -1.2165992626433246e+00 7.7851839919093474e-02
8461      2.0464150335414333e+00 3.5538829837202596e-01 9.4547154537836942e-01 1.9620953551161679e+00 -1.2165401653251300e+00 7.7847204548854243e-02
8462      2.0464021282605267e+00 3.5536240426560584e-01 9.4551392972542847e-01 1.9620074002251471e+00 -1.2164816059556545e+00 7.7842627562624514e-02
8463      2.0463893307144589e+00 3.5533642686087769e-01 9.4555623587744009e-01 1.9619202565409313e+00 -1.2164235885647900e+00 7.7838108853263491e-02
8464      2.0463766419341924e+00 3.5531037336725246e-01 9.4559845569365564e-01 1.9618339298143388e+00 -1.2163661169410542e+00 7.7833648292408256e-02
8465      2.0463640629002402e+00 3.5528425104594291e-01 9.4564058105006699e-01 1.9617484254374959e+00 -1.2163091946332654e+00 7.7829245731041996e-02
8466      2.0463515945427555e+00 3.5525806720777925e-01 9.4568260384091274e-01 1.9616637484464159e+00 -1.2162528249523523e+00 7.7824901000059288e-02
8467      2.0463392377418566e+00 3.5523182921099095e-01 9.4572451598023033e-01 1.9615799035239345e+00 -1.2161970109732989e+00 7.7820613910829090e-02
8468      2.0463269933279262e+00 3.5520554445897440e-01 9.4576630940341888e-01 1.9614968950027691e+00 -1.2161417555372362e+00 7.7816384255759471e-02
8469      2.0463148620819003e+00 3.5517922039800048e-01 9.4580797606875100e-01 1.9614147268688580e+00 -1.2160870612537094e+00 7.7812211808860915e-02
8470      2.0463028447357114e+00 3.5515286451489597e-01 9.4584950795893097e-01 1.9613334027650065e+00 -1.2160329305031217e+00 7.7808096326314399e-02
8471      2.0462909419727371e+00 3.5512648433467087e-01 9.4589089708260998e-01 1.9612529259948557e+00 -1.2159793654393993e+00 7.7804037547042668e-02
8472      2.0462791544282357e+00 3.5510008741809540e-01 9.4593213547591048e-01 1.9611732995270643e+00 -1.2159263679928345e+00 7.7800035193286349e-02
8473      2.0462674826899812e+00 3.5507368135922668e-01 9.4597321520398037e-01 1.9610945259999877e+00 -1.2158739398732135e+00 7.7796088971184396e-02
8474      2.0462559272988008e+00 3.5504727378288375e-01 9.4601412836245580e-01 1.9610166077265614e+00 -1.2158220825730999e+00 7.7792198571361854e-02
8475      2.0462444887492706e+00 3.5502087234205398e-01 9.4605486707901698e-01 1.9609395466995809e+00 -1.2157707973713816e+00 7.7788363669520688e-02
8476      2.0462331674904792e+00 3.5499448471526840e-01 9.4609542351489095e-01 1.9608633445973800e+00 -1.2157200853370600e+00 7.7784583927039380e-02
8477      2.0462219639267070e+00 3.5496811860389349e-01 9.4613578986631797e-01 1.9607880027897155e+00 -1.2156699473332202e+00 7.7780858991573845e-02
8478      2.0462108784183330e+00 3.5494178172939594e-01 9.4617595836608082e-01 1.9607135223441448e+00 -1.2156203840212885e+00 7.7777188497667515e-02
8479      2.0461999112827076e+00 3.5491548183053995e-01 9.4621592128498466e-01 1.9606399040326350e+00 -1.2155713958654519e+00 7.7773572067362559e-02
8480      2.0461890627950097e+00 3.5488922666053418e-01 9.4625567093331642e-01 1.9605671483384630e+00 -1.2155229831373040e+00 7.7770009310814542e-02
8481      2.0461783331893337e+00 3.5486302398415459e-01 9.4629519966235431e-01 1.9604952554635366e+00 -1.2154751459207116e+00 7.7766499826911514e-02
8482      2.0461677226596167e+00 3.5483688157479593e-01 9.4633449986579754e-01 1.9604242253358339e+00 -1.2154278841168109e+00 7.7763043203892906e-02
8483      2.0461572313607430e+00 3.5481080721150160e-01 9.4637356398125283e-01 1.9603540576172391e+00 -1.2153811974492503e+00 7.7759639019968227e-02
8484      2.0461468594096766e+00 3.5478480867596385e-01 9.4641238449167853e-01 1.9602847517115780e+00 -1.2153350854695437e+00 7.7756286843938871e-02
8485      2.0461366068865008e+00 3.5475889374947028e-01 9.4645095392680811e-01 1.9602163067728171e+00 -1.2152895475625944e+00 7.7752986235812657e-02
8486      2.0461264738356828e+00 3.5473307020984818e-01 9.4648926486461371e-01 1.9601487217135836e+00 -1.2152445829523628e+00 7.7749736747420195e-02
8487      2.0461164602672168e+00 3.5470734582836838e-01 9.4652730993269629e-01 1.9600819952137993e+00 -1.2152001907076471e+00 7.7746537923027340e-02
8488      2.0461065661579103e+00 3.5468172836663686e-01 9.4656508180973919e-01 1.9600161257295736e+00 -1.2151563697480394e+00 7.7743389299941956e-02
8489      2.0460967914525954e+00 3.5465622557345733e-01 9.4660257322688401e-01 1.9599511115021639e+00 -1.2151131188499098e+00 7.7740290409117230e-02
8490      2.0460871360654442e+00 3.5463084518169247e-01 9.4663977696914570e-01 1.9598869505671990e+00 -1.2150704366525926e+00 7.7737240775751892e-02
8491      2.0460775998813023e+00 3.5460559490509475e-01 9.4667668587679665e-01 1.9598236407640344e+00 -1.2150283216646234e+00 7.7734239919883139e-02
8492      2.0460681827569784e+00 3.5458048243512658e-01 9.4671329284672467e-01 1.9597611797452146e+00 -1.2149867722700873e+00 7.7731287356975043e-02
8493      2.0460588845226626e+00 3.5455551543777736e-01 9.4674959083381705e-01 1.9596995649861526e+00 -1.2149457867350846e+00 7.7728382598504522e-02
8494      2.0460497049833140e+00 3.5453070155035432e-01 9.4678557285231979e-01 1.9596387937949566e+00 -1.2149053632143170e+00 7.7725525152543148e-02
8495      2.0460406439200520e+00 3.5450604837826138e-01 9.4682123197716173e-01 1.9595788633223445e+00 -1.2148654997577153e+00 7.7722714524332784e-02
8496      2.0460317010916755e+00 3.5448156349177512e-01 9.4685656134530460e-01 1.9595197705718594e+00 -1.2148261943172634e+00 7.7719950216861677e-02
8497      2.0460228762360400e+00 3.5445725442278936e-01 9.4689155415705584e-01 1.9594615124100547e+00 -1.2147874447538602e+00 7.7717231731437963e-02
8498      2.0460141690716638e+00 3.5443312866155657e-01 9.4692620367736979e-01 1.9594040855770709e+00 -1.2147492488443332e+00 7.7714558568262176e-02
8499      2.0460055792991949e+00 3.5440919365340723e-01 9.4696050323716685e-01 1.9593474866971781e+00 -1.2147116042885573e+00 7.7711930226999820e-02
8500      2.0459971066029863e+00 3.5438545679545441e-01 9.4699444623459195e-01 1.9592917122896045e+00 -1.2146745087166646e+00 7.7709346207354174e-02
8501      2.0459887506527008e+00 3.5436192543328426e-01 9.4702802613630666e-01 1.9592367587795185e+00 -1.2146379596964083e+00 7.7706806009642374e-02
8502      2.0459805111048825e+00 3.5433860685762092e-01 9.4706123647873197e-01 1.9591826225091309e+00 -1.2146019547406015e+00 7.7704309135372546e-02
8503      2.0459723876046181e+00 3.5431550830099223e-01 9.4709407086930231e-01 1.9591292997490075e+00 -1.2145664913146841e+00 7.7701855087824359e-02
8504      2.0459643797872018e+00 3.5429263693436269e-01 9.4712652298770961e-01 1.9590767867095320e+00 -1.2145315668444026e+00 7.7699443372634597e-02
8505      2.0459564872797875e+00 3.5426999986376695e-01 9.4715858658709340e-01 1.9590250795524435e+00 -1.2144971787235161e+00 7.7697073498383423e-02
8506      2.0459487097030844e+00 3.5424760412692158e-01 9.4719025549526503e-01 1.9589741744025990e+00 -1.2144633243217011e+00 7.7694744977188035e-02
8507      2.0459410466730779e+00 3.5422545668984173e-01 9.4722152361589995e-01 1.9589240673597441e+00 -1.2144300009924081e+00 7.7692457325296768e-02
8508      2.0459334978027295e+00 3.5420356444344431e-01 9.4725238492970032e-01 1.9588747545104550e+00 -1.2143972060808699e+00 7.7690210063688342e-02
8509      2.0459260627037272e+00 3.5418193420016136e-01 9.4728283349557196e-01 1.9588262319400724e+00 -1.2143649369320786e+00 7.7688002718671795e-02
8510      2.0459187409881676e+00 3.5416057269054990e-01 9.4731286345175347e-01 1.9587784957446839e+00 -1.2143331908988197e+00 7.7685834822486713e-02
8511      2.0459115322703316e+00 3.5413948655992367e-01 9.4734246901698060e-01 1.9587315420431111e+00 -1.2143019653496838e+00 7.7683705913904375e-02
8512      2.0459044361683096e+00 3.5411868236500205e-01 9.4737164449155176e-01 1.9586853669887996e+00 -1.2142712576770440e+00 7.7681615538822496e-02
8513      2.0458974523057645e+00 3.5409816657058579e-01 9.4740038425847217e-01 1.9586399667816790e+00 -1.2142410653049722e+00 7.7679563250856981e-02
8514      2.0458905803135834e+00 3.5407794554628291e-01 9.4742868278453274e-01 1.9585953376798402e+00 -1.2142113856970724e+00 7.7677548611923830e-02
8515      2.0458838198314817e+00 3.5405802556325405e-01 9.4745653462136070e-01 1.9585514760110347e+00 -1.2141822163641678e+00 7.7675571192808698e-02
8516      2.0458771705096117e+00 3.5403841279105142e-01 9.4748393440647716e-01 1.9585083781839014e+00 -1.2141535548718183e+00 7.7673630573721814e-02
8517      2.0458706320101472e+00 3.5401911329450231e-01 9.4751087686436630e-01 1.9584660406989789e+00 -1.2141253988477001e+00 7.7671726344834838e-02
8518      2.0458642040087307e+00 3.5400013303066752e-01 9.4753735680744033e-01 1.9584244601592695e+00 -1.2140977459886468e+00 7.7669858106792472e-02
8519      2.0458578861959613e+00 3.5398147784591527e-01 9.4756336913709682e-01 1.9583836332804798e+00 -1.2140705940675305e+00 7.7668025471201024e-02
8520      2.0458516782787148e+00 3.5396315347306145e-01 9.4758890884466396e-01 1.9583435569007619e+00 -1.2140439409397723e+00 7.7666228061085626e-02
8521      2.0458455799814961e+00 3.5394516552865013e-01 9.4761397101239364e-01 1.9583042279899856e+00 -1.2140177845495335e+00 7.7664465511315145e-02
8522      2.0458395910476499e+00 3.5392751951032958e-01 9.4763855081441783e-01 1.9582656436584716e+00 -1.2139921229355690e+00 7.7662737468989537e-02
8523      2.0458337112404621e+00 3.5391022079436635e-01 9.4766264351765472e-01 1.9582278011651031e+00 -1.2139669542366620e+00 7.7661043593792042e-02
8524      2.0458279403442794e+00 3.5389327463328901e-01 9.4768624448276451e-01 1.9581906979248846e+00 -1.2139422766966586e+00 7.7659383558298128e-02
8525      2.0458222781654447e+00 3.5387668615368040e-01 9.4770934916501004e-01 1.9581543315158478e+00 -1.2139180886690939e+00 7.7657757048243833e-02
8526      2.0458167245331613e+00 3.5386046035409585e-01 9.4773195311516922e-01 1.9581186996852511e+00 -1.2138943886213551e+00 7.7656163762751446e-02
8527      2.0458112793002989e+00 3.5384460210314106e-01 9.4775405198037266e-01 1.9580838003551775e+00 -1.2138711751383922e+00 7.7654603414510887e-02
8528      2.0458059423440802e+00 3.5382911613770329e-01 9.4777564150496396e-01 1.9580496316274276e+00 -1.2138484469260145e+00 7.7653075729920570e-02
8529      2.0458007135666971e+00 3.5381400706132404e-01 9.4779671753131878e-01 1.9580161917877688e+00 -1.2138262028137148e+00 7.7651580449184743e-02
8530      2.0457955928957761e+00 3.5379927934270716e-01 9.4781727600065158e-01 1.9579834793094173e+00 -1.2138044417569998e+00 7.7650117326369547e-02
8531      2.0457905802848542e+00 3.5378493731440813e-01 9.4783731295380758e-01 1.9579514928560349e+00 -1.2137831628393962e+00 7.7648686129423161e-02
8532      2.0457856757136907e+00 3.5377098517163008e-01 9.4785682453202402e-01 1.9579202312839508e+00 -1.2137623652739140e+00 7.7647286640157076e-02
8533      2.0457808791885075e+00 3.5375742697117568e-01 9.4787580697768326e-01 1.9578896936437957e+00 -1.2137420484041472e+00 7.7645918654193236e-02
8534      2.0457761907421399e+00 3.5374426663053138e-01 9.4789425663502958e-01 1.9578598791815720e+00 -1.2137222117049931e+00 7.7644581980881713e-02
8535      2.0457716104342203e+00 3.5373150792708735e-01 9.4791216995091332e-01 1.9578307873391989e+00 -1.2137028547829791e+00 7.7643276443190815e-02
8536      2.0457671383510703e+00 3.5371915449745728e-01 9.4792954347543867e-01 1.9578024177543918e+00 -1.2136839773762171e+00 7.7642001877569589e-02
8537      2.0457627746057443e+00 3.5370720983694454e-01 9.4794637386265845e-01 1.9577747702601673e+00 -1.2136655793540261e+00 7.7640758133790636e-02
8538      2.0457585193378502e+00 3.5369567729909168e-01 9.4796265787120837e-01 1.9577478448838317e+00 -1.2136476607162816e+00 7.7639545074775843e-02
8539      2.0457543727134198e+00 3.5368456009535204e-01 9.4797839236495340e-01 1.9577216418455039e+00 -1.2136302215923895e+00 7.7638362576404149e-02
8540      2.0457503349246355e+00 3.5367386129484862e-01 9.4799357431358544e-01 1.9576961615562911e+00 -1.2136132622400899e+00 7.7637210527311429e-02
8541      2.0457464061895507e+00 3.5366358382421903e-01 9.4800820079321457e-01 1.9576714046160386e+00 -1.2135967830439216e+00 7.7636088828678312e-02
8542      2.0457425867517331e+00 3.5365373046755472e-01 9.4802226898692654e-01 1.9576473718107512e+00 -1.2135807845134992e+00 7.7634997394013569e-02
8543      2.0457388768799025e+00 3.5364430386641132e-01 9.4803577618534307e-01 1.9576240641097613e+00 -1.2135652672816133e+00 7.7633936148938099e-02
8544      2.0457352768674584e+00 3.5363530651988206e-01 9.4804871978713912e-01 1.9576014826625083e+00 -1.2135502321020712e+00 7.7632905030963081e-02
8545      2.0457317870320511e+00 3.5362674078474676e-01 9.4806109729955024e-01 1.9575796287952156e+00 -1.2135356798474615e+00 7.7631903989278064e-02
8546      2.0457284077150391e+00 3.5361860887566576e-01 9.4807290633884755e-01 1.9575585040072470e+00 -1.2135216115067211e+00 7.7630932984538617e-02
8547      2.0457251392809934e+00 3.5361091286543839e-01 9.4808414463081125e-01 1.9575381099673246e+00 -1.2135080281825805e+00 7.7629991988666963e-02
8548      2.0457219821170933e+00 3.5360365468529120e-01 9.4809481001115914e-01 1.9575184485095956e+00 -1.2134949310889527e+00 7.7629080984659496e-02
8549      2.0457189366325612e+00 3.5359683612521808e-01 9.4810490042597362e-01 1.9574995216295907e+00 -1.2134823215482209e+00 7.7628199966409406e-02
8550      2.0457160032580628e+00 3.5359045883434548e-01 9.4811441393208451e-01 1.9574813314800610e+00 -1.2134702009884282e+00 7.7627348938541466e-02
8551      2.0457131824450658e+00 3.5358452432132598e-01 9.4812334869745596e-01 1.9574638803667752e+00 -1.2134585709404913e+00 7.7626527916265620e-02
8552      2.0457104746652344e+00 3.5357903395475671e-01 9.4813170300154515e-01 1.9574471707442893e+00 -1.2134474330353568e+00 7.7625736925247837e-02
8553      2.0457078804097666e+00 3.5357398896361497e-01 9.4813947523560926e-01 1.9574312052116942e+00 -1.2134367890011517e+00 7.7624976001500548e-02
8554      2.0457054001887687e+00 3.5356939043769808e-01 9.4814666390303537e-01 1.9574159865084058e+00 -1.2134266406603702e+00 7.7624245191294017e-02
8555      2.0457030345305864e+00 3.5356523932807360e-01 9.4815326761961927e-01 1.9574015175099617e+00 -1.2134169899270679e+00 7.7623544551090870e-02
8556      2.0457007839811645e+00 3.5356153644753519e-01 9.4815928511381753e-01 1.9573878012239407e+00 -1.2134078388041289e+00 7.7622874147503892e-02
8557      2.0456986491034468e+00 3.5355828247104920e-01 9.4816471522701928e-01 1.9573748407859535e+00 -1.2133991893805751e+00 7.7622234057276265e-02
8558      2.0456966304767001e+00 3.5355547793620157e-01 9.4816955691372840e-01 1.9573626394557300e+00 -1.2133910438289599e+00 7.7621624367288256e-02
8559      2.0456947286959304e+00 3.5355312324362725e-01 9.4817380924179961e-01 1.9573512006133857e+00 -1.2133834044028822e+00 7.7621045174587552e-02
8560      2.0456929443712313e+00 3.5355121865742722e-01 9.4817747139256880e-01 1.9573405277557743e+00 -1.2133762734345392e+00 7.7620496586444362e-02
8561      2.0456912781272889e+00 3.5354976430557744e-01 9.4818054266105267e-01 1.9573306244931084e+00 -1.2133696533324496e+00 7.7619978720431415e-02
8562      2.0456897306026991e+00 3.5354876018030701e-01 9.4818302245604003e-01 1.9573214945456525e+00 -1.2133635465793007e+00 7.7619491704527574e-02
8563      2.0456883024495109e+00 3.5354820613846072e-01 9.4818491030021534e-01 1.9573131417407146e+00 -1.2133579557298797e+00 7.7619035677245762e-02
8564      2.0456869943326987e+00 3.5354810190184172e-01 9.4818620583025648e-01 1.9573055700098214e+00 -1.2133528834092209e+00 7.7618610787783260e-02
8565      2.0456858069296002e+00 3.5354844705751770e-01 9.4818690879686496e-01 1.9572987833860414e+00 -1.2133483323108238e+00 7.7618217196191150e-02
8566      2.0456847409295160e+00 3.5354924105811697e-01 9.4818701906483371e-01 1.9572927860016360e+00 -1.2133443051950707e+00 7.7617855073567485e-02
8567      2.0456837970332282e+00 3.5355048322208649e-01 9.4818653661304020e-01 1.9572875820858942e+00 -1.2133408048877925e+00 7.7617524602264815e-02
8568      2.0456829759526416e+00 3.5355217273394052e-01 9.4818546153448990e-01 1.9572831759632092e+00 -1.2133378342789978e+00 7.7617225976118864e-02
8569      2.0456822784103221e+00 3.5355430864445275e-01 9.4818379403622333e-01 1.9572795720513574e+00 -1.2133353963217115e+00 7.7616959400686608e-02
8570      2.0456817051392129e+00 3.5355688987086714e-01 9.4818153443930442e-01 1.9572767748600575e+00 -1.2133334940310163e+00 7.7616725093501149e-02
8571      2.0456812568822675e+00 3.5355991519704721e-01 9.4817868317874121e-01 1.9572747889897242e+00 -1.2133321304832452e+00 7.7616523284335145e-02
8572      2.0456809343921858e+00 3.5356338327363446e-01 9.4817524080340743e-01 1.9572736191304232e+00 -1.2133313088152791e+00 7.7616354215472153e-02
8573      2.0456807384310900e+00 3.5356729261817094e-01 9.4817120797588383e-01 1.9572732700610558e+00 -1.2133310322240205e+00 7.7616218141982815e-02
8574      2.0456806697703742e+00 3.5357164161521837e-01 9.4816658547237287e-01 1.9572737466487524e+00 -1.2133313039659697e+00 7.7616115332006019e-02
8575      2.0456807291904080e+00 3.5357642851645860e-01 9.4816137418249213e-01 1.9572750538483685e+00 -1.2133321273569109e+00 7.7616046067026725e-02
8576      2.0456809174803774e+00 3.5358165144079845e-01 9.4815557510911996e-01 1.9572771967022051e+00 -1.2133335057717463e+00 7.7616010642154495e-02
8577      2.0456812354380789e+00 3.5358730837446184e-01 9.4814918936817427e-01 1.9572801803397897e+00 -1.2133354426443470e+00 7.7616009366393179e-02
8578      2.0456816838697911e+00 3.5359339717108790e-01 9.4814221818838762e-01 1.9572840099778541e+00 -1.2133379414675385e+00 7.7616042562905704e-02
8579      2.0456822635901246e+00 3.5359991555184955e-01 9.4813466291107973e-01 1.9572886909203209e+00 -1.2133410057931253e+00 7.7616110569266775e-02
8580      2.0456829754218799e+00 3.5360686110557077e-01 9.4812652498985084e-01 1.9572942285583852e+00 -1.2133446392319269e+00 7.7616213737700876e-02
8581      2.0456838201958978e+00 3.5361423128886060e-01 9.4811780599031581e-01 1.9573006283705963e+00 -1.2133488454538750e+00 7.7616352435306277e-02
8582      2.0456847987509921e+00 3.5362202342629978e-01 9.4810850758979348e-01 1.9573078959229977e+00 -1.2133536281880988e+00 7.7616527044260114e-02
8583      2.0456859119337847e+00 3.5363023471062049e-01 9.4809863157694863e-01 1.9573160368691640e+00 -1.2133589912229485e+00 7.7616737962001067e-02
8584      2.0456871605985438e+00 3.5363886220294999e-01 9.4808817985145211e-01 1.9573250569502056e+00 -1.2133649384060636e+00 7.7616985601391811e-02
8585      2.0456885456071370e+00 3.5364790283309555e-01 9.4807715442359297e-01 1.9573349619947638e+00 -1.2133714736443155e+00 7.7617270390854809e-02
8586      2.0456900678288155e+00 3.5365735339985233e-01 9.4806555741390042e-01 1.9573457579187563e+00 -1.2133786009036938e+00 7.7617592774482005e-02
8587      2.0456917281400777e+00 3.5366721057140182e-01 9.4805339105269881e-01 1.9573574507251139e+00 -1.2133863242091369e+00 7.7617953212116911e-02
8588      2.0456935274244858e+00 3.5367747088573653e-01 9.4804065767967871e-01 1.9573700465032442e+00 -1.2133946476441737e+00 7.7618352179404659e-02
8589      2.0456954665724760e+00 3.5368813075117073e-01 9.4802735974343544e-01 1.9573835514283797e+00 -1.2134035753505097e+00 7.7618790167813839e-02
8590      2.0456975464810965e+00 3.5369918644690435e-01 9.4801349980098693e-01 1.9573979717606316e+00 -1.2134131115274263e+00 7.7619267684623627e-02
8591      2.0456997680537863e+00 3.5371063412366860e-01 9.4799908051726922e-01 1.9574133138438634e+00 -1.2134232604310151e+00 7.7619785252878756e-02
8592      2.0457021322001041e+00 3.5372246980445543e-01 9.4798410466461447e-01 1.9574295841042673e+00 -1.2134340263732331e+00 7.7620343411309203e-02
8593      2.0457046398353138e+00 3.5373468938530694e-01 9.4796857512220101e-01 1.9574467890486089e+00 -1.2134454137208033e+00 7.7620942714216282e-02
8594      2.0457072918801313e+00 3.5374728863621380e-01 9.4795249487549837e-01 1.9574649352622293e+00 -1.2134574268938101e+00 7.7621583731320748e-02
8595      2.0457100892602504e+00 3.5376026320209486e-01 9.4793586701567334e-01 1.9574840294066844e+00 -1.2134700703642021e+00 7.7622267047577687e-02
8596      2.0457130329059341e+00 3.5377360860386026e-01 9.4791869473900947e-01 1.9575040782170010e+00 -1.2134833486539367e+00 7.7622993262952883e-02
8597      2.0457161237515171e+00 3.5378732023958803e-01 9.4790098134624967e-01 1.9575250884986599e+00 -1.2134972663329804e+00 7.7623762992164502e-02
8598      2.0457193627348369e+00 3.5380139338577254e-01 9.4788273024198311e-01 1.9575470671240498e+00 -1.2135118280169688e+00 7.7624576864384690e-02
8599      2.0457227507966795e+00 3.5381582319869564e-01 9.4786394493396309e-01 1.9575700210286895e+00 -1.2135270383646686e+00 7.7625435522908848e-02
8600      2.0457262888801249e+00 3.5383060471589256e-01 9.4784462903243150e-01 1.9575939572069450e+00 -1.2135429020751440e+00 7.7626339624786420e-02
8601      2.0457299779298679e+00 3.5384573285770821e-01 9.4782478624942212e-01 1.9576188827074066e+00 -1.2135594238846688e+00 7.7627289840416600e-02
8602      2.0457338188914771e+00 3.5386120242896929e-01 9.4780442039803514e-01 1.9576448046277901e+00 -1.2135766085633175e+00 7.7628286853108797e-02
8603      2.0457378127105939e+00 3.5387700812075373e-01 9.4778353539170856e-01 1.9576717301094679e+00 -1.2135944609113363e+00 7.7629331358607861e-02
8604      2.0457419603320579e+00 3.5389314451226611e-01 9.4776213524342956e-01 1.9576996663315587e+00 -1.2136129857551965e+00 7.7630424064586478e-02
8605      2.0457462626990770e+00 3.5390960607280547e-01 9.4774022406500391e-01 1.9577286205046520e+00 -1.2136321879433842e+00 7.7631565690104792e-02
8606      2.0457507207522032e+00 3.5392638716384639e-01 9.4771780606622247e-01 1.9577585998640341e+00 -1.2136520723418998e+00 7.7632756965037117e-02
8607      2.0457553354284150e+00 3.5394348204122067e-01 9.4769488555408088e-01 1.9577896116626268e+00 -1.2136726438295133e+00 7.7633998629469167e-02
8608      2.0457601076599325e+00 3.5396088485737376e-01 9.4767146693191273e-01 1.9578216631633527e+00 -1.2136939072927067e+00 7.7635291433063608e-02
8609      2.0457650383732453e+00 3.5397858966375501e-01 9.4764755469856965e-01 1.9578547616313215e+00 -1.2137158676204012e+00 7.7636636134399972e-02
8610      2.0457701284878764e+00 3.5399659041327258e-01 9.4762315344753689e-01 1.9578889143254439e+00 -1.2137385296983771e+00 7.7638033500284295e-02
8611      2.0457753789152329e+00 3.5401488096284972e-01 9.4759826786607293e-01 1.9579241284897941e+00 -1.2137618984034841e+00 7.7639484305034603e-02
8612      2.0457807905573198e+00 3.5403345507607814e-01 9.4757290273427419e-01 1.9579604113445312e+00 -1.2137859785975638e+00 7.7640989329741547e-02
8613      2.0457863643054601e+00 3.5405230642594493e-01 9.4754706292419144e-01 1.9579977700765359e+00 -1.2138107751212122e+00 7.7642549361505733e-02
8614      2.0457921010389679e+00 3.5407142859764945e-01 9.4752075339885777e-01 1.9580362118296550e+00 -1.2138362927871944e+00 7.7644165192651021e-02
8615      2.0457980016237665e+00 3.5409081509151397e-01 9.4749397921137091e-01 1.9580757436946610e+00 -1.2138625363737792e+00 7.7645837619921068e-02
8616      2.0458040669109625e+00 3.5411045932593943e-01 9.4746674550389753e-01 1.9581163726988586e+00 -1.2138895106177330e+00 7.7647567443650450e-02
8617      2.0458102977354300e+00 3.5413035464047848e-01 9.4743905750670665e-01 1.9581581057954862e+00 -1.2139172202072415e+00 7.7649355466926015e-02
8618      2.0458166949142740e+00 3.5415049429894702e-01 9.4741092053715825e-01 1.9582009498526949e+00 -1.2139456697745261e+00 7.7651202494721336e-02
8619      2.0458232592453105e+00 3.5417087149260679e-01 9.4738233999867660e-01 1.9582449116423661e+00 -1.2139748638883390e+00 7.7653109333022580e-02
8620      2.0458299915055784e+00 3.5419147934345013e-01 9.4735332137974615e-01 1.9582899978287087e+00 -1.2140048070463263e+00 7.7655076787938246e-02
8621      2.0458368924496524e+00 3.5421231090749428e-01 9.4732387025281861e-01 1.9583362149564689e+00 -1.2140355036671295e+00 7.7657105664791698e-02
8622      2.0458439628081351e+00 3.5423335917817200e-01 9.4729399227330024e-01 1.9583835694390996e+00 -1.2140669580824370e+00 7.7659196767205341e-02
8623      2.0458512032859173e+00 3.5425461708976119e-01 9.4726369317841630e-01 1.9584320675465847e+00 -1.2140991745288450e+00 7.7661350896171738e-02
8624      2.0458586145606148e+00 3.5427607752087770e-01 9.4723297878615909e-01 1.9584817153931791e+00 -1.2141321571396009e+00 7.7663568849112602e-02
