
**********************************************
Contact: Natoms = 1.00000000000e+04, as = 1.000000e+02 * a0, G = 1.085900e+03, G * par = 2.171801e+03
Regular DDI: add = 6.700000e+01 * a0, GD = 1.736905e+02, GD * par = 3.473811e+02, edd = 6.700000e-01
     Dipolar cutoff Scut = 8.416910e+00,

QF = 1: h2 = 1.792281e+03,         q5 = 1.707112e+00

Trap parameters:
GAMMA = 1.000000e+00, NU = 1.000000e+00, LAMBDA = 4.361370e-02
Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 1.3151422150218750e-01, DY = 1.3151422150218750e-01, DZ = 2.2918125546406252e+00, mx = 1.00e+01, my = 1.00e+01, mz = 1.00e+01
      Unit of length: aho = 6.123800e-07 m

Time discretization: NITER = 1000000 (NSNAP = 1000000)
                     DT = 3.459198e-03, mt = 5.00e+00

file ./imag3d-finalpsi.bin
MUREL = 1.000000e-10, MUEND=1.000000e+03

-----------------------------------------------------------------------------------------------
Snap      mu           Kin             Pot            Contact            DDI            QF
-----------------------------------------------------------------------------------------------
8625      2.0458661972808030e+00 3.5429773329800629e-01 9.4720185499415832e-01 1.9585325189248832e+00 -1.2141659099362445e+00 7.7665851418929968e-02
8626      2.0458739520643690e+00 3.5431957719908608e-01 9.4717032777855092e-01 1.9585844839068509e+00 -1.2142004368201189e+00 7.7668199393047560e-02
8627      2.0458818794967715e+00 3.5434160195713887e-01 9.4713840319286524e-01 1.9586376159105956e+00 -1.2142357415638283e+00 7.7670613552443674e-02
8628      2.0458899801293264e+00 3.5436380026392472e-01 9.4710608736683932e-01 1.9586919203011133e+00 -1.2142718278025508e+00 7.7673094670676845e-02
8629      2.0458982544774260e+00 3.5438616477365764e-01 9.4707338650527140e-01 1.9587474022238633e+00 -1.2143086990253664e+00 7.7675643512906595e-02
8630      2.0459067030188463e+00 3.5440868810673004e-01 9.4704030688684149e-01 1.9588040665917161e+00 -1.2143463585664411e+00 7.7678260834904922e-02
8631      2.0459153261919125e+00 3.5443136285347471e-01 9.4700685486289327e-01 1.9588619180717359e+00 -1.2143848095961911e+00 7.7680947382063159e-02
8632      2.0459241243938209e+00 3.5445418157796810e-01 9.4697303685626200e-01 1.9589209610720599e+00 -1.2144240551124694e+00 7.7683703888398056e-02
8633      2.0459330979787698e+00 3.5447713682183174e-01 9.4693885936001010e-01 1.9589811997285460e+00 -1.2144640979316184e+00 7.7686531075546905e-02
8634      2.0459422472563085e+00 3.5450022110807555e-01 9.4690432893623189e-01 1.9590426378916022e+00 -1.2145049406796009e+00 7.7689429651763675e-02
8635      2.0459515724894874e+00 3.5452342694494354e-01 9.4686945221478802e-01 1.9591052791128343e+00 -1.2145465857830784e+00 7.7692400310910043e-02
8636      2.0459610738931082e+00 3.5454674682977722e-01 9.4683423589203675e-01 1.9591691266318154e+00 -1.2145890354605209e+00 7.7695443731442021e-02
8637      2.0459707516320305e+00 3.5457017325290041e-01 9.4679868672959244e-01 1.9592341833628695e+00 -1.2146322917133316e+00 7.7698560575398493e-02
8638      2.0459806058193810e+00 3.5459369870149376e-01 9.4676281155300601e-01 1.9593004518818717e+00 -1.2146763563169909e+00 7.7701751487381426e-02
8639      2.0459906365148277e+00 3.5461731566348548e-01 9.4672661725049323e-01 1.9593679344131252e+00 -1.2147212308122761e+00 7.7705017093538914e-02
8640      2.0460008437229185e+00 3.5464101663144304e-01 9.4669011077162246e-01 1.9594366328163306e+00 -1.2147669164964776e+00 7.7708358000544639e-02
8641      2.0460112273913253e+00 3.5466479410645319e-01 9.4665329912599883e-01 1.9595065485736254e+00 -1.2148134144147518e+00 7.7711774794577165e-02
8642      2.0460217874091859e+00 3.5468864060201238e-01 9.4661618938191716e-01 1.9595776827767397e+00 -1.2148607253514834e+00 7.7715268040296548e-02
8643      2.0460325236055095e+00 3.5471254864789759e-01 9.4657878866505296e-01 1.9596500361143416e+00 -1.2149088498217826e+00 7.7718838279824232e-02
8644      2.0460434357474599e+00 3.5473651079402829e-01 9.4654110415708981e-01 1.9597236088593750e+00 -1.2149577880630329e+00 7.7722486031717414e-02
8645      2.0460545235388099e+00 3.5476051961432187e-01 9.4650314309434713e-01 1.9597984008567286e+00 -1.2150075400265876e+00 7.7726211789949567e-02
8646      2.0460657866183944e+00 3.5478456771052508e-01 9.4646491276645450e-01 1.9598744115110027e+00 -1.2150581053695879e+00 7.7730016022890230e-02
8647      2.0460772245585006e+00 3.5480864771601933e-01 9.4642642051491355e-01 1.9599516397744079e+00 -1.2151094834468399e+00 7.7733899172281407e-02
8648      2.0460888368634240e+00 3.5483275229962313e-01 9.4638767373174815e-01 1.9600300841349769e+00 -1.2151616733029245e+00 7.7737861652224058e-02
8649      2.0461006229680114e+00 3.5485687416935119e-01 9.4634867985809756e-01 1.9601097426049638e+00 -1.2152146736644012e+00 7.7741903848161861e-02
8650      2.0461125822361654e+00 3.5488100607614820e-01 9.4630944638279546e-01 1.9601906127093931e+00 -1.2152684829321709e+00 7.7746026115868741e-02
8651      2.0461247139595180e+00 3.5490514081758989e-01 9.4626998084095204e-01 1.9602726914750050e+00 -1.2153230991740289e+00 7.7750228780441896e-02
8652      2.0461370173560538e+00 3.5492927124155355e-01 9.4623029081253818e-01 1.9603559754193509e+00 -1.2153785201173886e+00 7.7754512135299436e-02
8653      2.0461494915688609e+00 3.5495339024984929e-01 9.4619038392094901e-01 1.9604404605402537e+00 -1.2154347431421910e+00 7.7758876441183025e-02
8654      2.0461621356648179e+00 3.5497749080179652e-01 9.4615026783156531e-01 1.9605261423054952e+00 -1.2154917652740389e+00 7.7763321925167370e-02
8655      2.0461749486334244e+00 3.5500156591777732e-01 9.4610995025027600e-01 1.9606130156428645e+00 -1.2155495831774932e+00 7.7767848779677198e-02
8656      2.0461879293856780e+00 3.5502560868272537e-01 9.4606943892206830e-01 1.9607010749305440e+00 -1.2156081931496596e+00 7.7772457161514652e-02
8657      2.0462010767529115e+00 3.5504961224956350e-01 9.4602874162950457e-01 1.9607903139877547e+00 -1.2156675911139114e+00 7.7777147190891946e-02
8658      2.0462143894858280e+00 3.5507356984260052e-01 9.4598786619129616e-01 1.9608807260658920e+00 -1.2157277726139610e+00 7.7781918950480047e-02
8659      2.0462278662534636e+00 3.5509747476085396e-01 9.4594682046080081e-01 1.9609723038398892e+00 -1.2157887328080801e+00 7.7786772484465305e-02
8660      2.0462415056423211e+00 3.5512132038132949e-01 9.4590561232455106e-01 1.9610650394001032e+00 -1.2158504664636627e+00 7.7791707797622442e-02
8661      2.0462553061554352e+00 3.5514510016221196e-01 9.4586424970074223e-01 1.9611589242444443e+00 -1.2159129679519634e+00 7.7796724854398369e-02
8662      2.0462692662116311e+00 3.5516880764601871e-01 9.4582274053775361e-01 1.9612539492710752e+00 -1.2159762312432165e+00 7.7801823578015558e-02
8663      2.0462833841447905e+00 3.5519243646266496e-01 9.4578109281263589e-01 1.9613501047714279e+00 -1.2160402499019383e+00 7.7807003849589496e-02
8664      2.0462976582031436e+00 3.5521598033245544e-01 9.4573931452959248e-01 1.9614473804236905e+00 -1.2161050170825944e+00 7.7812265507266859e-02
8665      2.0463120865486961e+00 3.5523943306901107e-01 9.4569741371848415e-01 1.9615457652867254e+00 -1.2161705255255246e+00 7.7817608345380193e-02
8666      2.0463266672567038e+00 3.5526278858211646e-01 9.4565539843330271e-01 1.9616452477944895e+00 -1.2162367675532051e+00 7.7823032113629315e-02
8667      2.0463413983151533e+00 3.5528604088047111e-01 9.4561327675062112e-01 1.9617458157508250e+00 -1.2163037350667638e+00 7.7828536516277677e-02
8668      2.0463562776244606e+00 3.5530918407437789e-01 9.4557105676811370e-01 1.9618474563248769e+00 -1.2163714195429081e+00 7.7834121211379767e-02
8669      2.0463713029970680e+00 3.5533221237833751e-01 9.4552874660297703e-01 1.9619501560468426e+00 -1.2164398120310891e+00 7.7839785810030121e-02
8670      2.0463864721572067e+00 3.5535512011354170e-01 9.4548635439040973e-01 1.9620539008043059e+00 -1.2165089031510508e+00 7.7845529875639058e-02
8671      2.0464017827407734e+00 3.5537790171030398e-01 9.4544388828208092e-01 1.9621586758390872e+00 -1.2165786830906986e+00 7.7851352923238956e-02
8672      2.0464172322951608e+00 3.5540055171037099e-01 9.4540135644456791e-01 1.9622644657445176e+00 -1.2166491416042957e+00 7.7857254418817648e-02
8673      2.0464328182792766e+00 3.5542306476915675e-01 9.4535876705782851e-01 1.9623712544633332e+00 -1.2167202680110420e+00 7.7863233778684232e-02
8674      2.0464485380635371e+00 3.5544543565786313e-01 9.4531612831362943e-01 1.9624790252859929e+00 -1.2167920511939485e+00 7.7869290368865862e-02
8675      2.0464643889300209e+00 3.5546765926552809e-01 9.4527344841399075e-01 1.9625877608496141e+00 -1.2168644795991119e+00 7.7875423504539507e-02
8676      2.0464803680726753e+00 3.5548973060094463e-01 9.4523073556966686e-01 1.9626974431373627e+00 -1.2169375412352990e+00 7.7881632449497806e-02
8677      2.0464964725975605e+00 3.5551164479451186e-01 9.4518799799855568e-01 1.9628080534784613e+00 -1.2170112236739685e+00 7.7887916415652181e-02
8678      2.0465126995231646e+00 3.5553339709993731e-01 9.4514524392413179e-01 1.9629195725485971e+00 -1.2170855140495018e+00 7.7894274562569463e-02
8679      2.0465290457808805e+00 3.5555498289588738e-01 9.4510248157391186e-01 1.9630319803710554e+00 -1.2171603990599740e+00 7.7900705997052427e-02
8680      2.0465455082154618e+00 3.5557639768750177e-01 9.4505971917788056e-01 1.9631452563182237e+00 -1.2172358649681445e+00 7.7907209772755504e-02
8681      2.0465620835855742e+00 3.5559763710780246e-01 9.4501696496691445e-01 1.9632593791137367e+00 -1.2173118976028792e+00 7.7913784889842297e-02
8682      2.0465787685644563e+00 3.5561869691901588e-01 9.4497422717123647e-01 1.9633743268350952e+00 -1.2173884823608911e+00 7.7920430294684220e-02
8683      2.0465955597406369e+00 3.5563957301377075e-01 9.4493151401884812e-01 1.9634900769169066e+00 -1.2174656042088885e+00 7.7927144879602769e-02
8684      2.0466124536186712e+00 3.5566026141619828e-01 9.4488883373394017e-01 1.9636066061545487e+00 -1.2175432476860162e+00 7.7933927482651627e-02
8685      2.0466294466200341e+00 3.5568075828292067e-01 9.4484619453535212e-01 1.9637238907084607e+00 -1.2176213969066996e+00 7.7940776887445509e-02
8686      2.0466465350840037e+00 3.5570105990393880e-01 9.4480360463500257e-01 1.9638419061088934e+00 -1.2177000355638312e+00 7.7947691823031726e-02
8687      2.0466637152686800e+00 3.5572116270341103e-01 9.4476107223631134e-01 1.9639606272612273e+00 -1.2177791469322699e+00 7.7954670963806247e-02
8688      2.0466809833520418e+00 3.5574106324032373e-01 9.4471860553265474e-01 1.9640800284518152e+00 -1.2178587138727517e+00 7.7961712929477553e-02
8689      2.0466983354330144e+00 3.5576075820905656e-01 9.4467621270578006e-01 1.9642000833542315e+00 -1.2179387188360538e+00 7.7968816285071671e-02
8690      2.0467157675326950e+00 3.5578024443985001e-01 9.4463390192425634e-01 1.9643207650361656e+00 -1.2180191438675771e+00 7.7975979540987880e-02
8691      2.0467332755956220e+00 3.5579951889916434e-01 9.4459168134191529e-01 1.9644420459667471e+00 -1.2180999706122047e+00 7.7983201153098605e-02
8692      2.0467508554910210e+00 3.5581857868992828e-01 9.4454955909628591e-01 1.9645638980242917e+00 -1.2181811803194846e+00 7.7990479522894840e-02
8693      2.0467685030142357e+00 3.5583742105170574e-01 9.4450754330704656e-01 1.9646862925046631e+00 -1.2182627538491799e+00 7.7997812997680313e-02
8694      2.0467862138880744e+00 3.5585604336074161e-01 9.4446564207445305e-01 1.9648092001299544e+00 -1.2183446716770749e+00 7.8005199870810865e-02
8695      2.0468039837643839e+00 3.5587444312991651e-01 9.4442386347780882e-01 1.9649325910577549e+00 -1.2184269139010964e+00 7.8012638381981067e-02
8696      2.0468218082255047e+00 3.5589261800861727e-01 9.4438221557390145e-01 1.9650564348907844e+00 -1.2185094602477984e+00 7.8020126717557842e-02
8697      2.0468396827858899e+00 3.5591056578247932e-01 9.4434070639545509e-01 1.9651807006869575e+00 -1.2185922900790020e+00 7.8027663010959092e-02
8698      2.0468576028937555e+00 3.5592828437307772e-01 9.4429934394960480e-01 1.9653053569699623e+00 -1.2186753823988894e+00 7.8035245343082121e-02
8699      2.0468755639327472e+00 3.5594577183748183e-01 9.4425813621634402e-01 1.9654303717401318e+00 -1.2187587158612108e+00 7.8042871742773814e-02
8700      2.0468935612236723e+00 3.5596302636775701e-01 9.4421709114699370e-01 1.9655557124858332e+00 -1.2188422687769114e+00 7.8050540187351761e-02
8701      2.0469115900262835e+00 3.5598004629034663e-01 9.4417621666266749e-01 1.9656813461951486e+00 -1.2189260191218789e+00 7.8058248603167457e-02
8702      2.0469296455410904e+00 3.5599683006538957e-01 9.4413552065274320e-01 1.9658072393680202e+00 -1.2190099445450624e+00 7.8065994866217972e-02
8703      2.0469477229112649e+00 3.5601337628593688e-01 9.4409501097337678e-01 1.9659333580287122e+00 -1.2190940223767610e+00 7.8073776802800532e-02
8704      2.0469658172244629e+00 3.5602968367709159e-01 9.4405469544592291e-01 1.9660596677386424e+00 -1.2191782296371938e+00 7.8081592190215141e-02
8705      2.0469839235148357e+00 3.5604575109506553e-01 9.4401458185548726e-01 1.9661861336095876e+00 -1.2192625430453048e+00 7.8089438757510413e-02
8706      2.0470020367649782e+00 3.5606157752615092e-01 9.4397467794938028e-01 1.9663127203171973e+00 -1.2193469390277503e+00 7.8097314186273373e-02
8707      2.0470201519079412e+00 3.5607716208562368e-01 9.4393499143563919e-01 1.9664393921148451e+00 -1.2194313937281669e+00 7.8105216111465661e-02
8708      2.0470382638292723e+00 3.5609250401655212e-01 9.4389552998152682e-01 1.9665661128477927e+00 -1.2195158830165991e+00 7.8113142122301527e-02
8709      2.0470563673690885e+00 3.5610760268854513e-01 9.4385630121204200e-01 1.9666928459676654e+00 -1.2196003824991637e+00 7.8121089763171073e-02
8710      2.0470744573242174e+00 3.5612245759642064e-01 9.4381731270845970e-01 1.9668195545472604e+00 -1.2196848675279230e+00 7.8129056534606722e-02
8711      2.0470925284502752e+00 3.5613706835879805e-01 9.4377857200682125e-01 1.9669462012955723e+00 -1.2197693132109164e+00 7.8137039894291618e-02
8712      2.0471105754638774e+00 3.5615143471661609e-01 9.4374008659651820e-01 1.9670727485731765e+00 -1.2198536944224334e+00 7.8145037258112476e-02
8713      2.0471285930448313e+00 3.5616555653159993e-01 9.4370186391879851e-01 1.9671991584078554e+00 -1.2199379858134225e+00 7.8153046001253390e-02
8714      2.0471465758382847e+00 3.5617943378461797e-01 9.4366391136532457e-01 1.9673253925104635e+00 -1.2200221618221210e+00 7.8161063459331964e-02
8715      2.0471645184570630e+00 3.5619306657402089e-01 9.4362623627673925e-01 1.9674514122911217e+00 -1.2201061966848188e+00 7.8169086929578385e-02
8716      2.0471824154838694e+00 3.5620645511386434e-01 9.4358884594122927e-01 1.9675771788756113e+00 -1.2201900644468358e+00 7.8177113672054363e-02
8717      2.0472002614735834e+00 3.5621959973210648e-01 9.4355174759309701e-01 1.9677026531220523e+00 -1.2202737389736729e+00 7.8185140910915066e-02
8718      2.0472180509556077e+00 3.5623250086870750e-01 9.4351494841136530e-01 1.9678277956377996e+00 -1.2203571939622644e+00 7.8193165835709802e-02
8719      2.0472357784361321e+00 3.5624515907367638e-01 9.4347845551833076e-01 1.9679525667965949e+00 -1.2204404029524698e+00 7.8201185602723933e-02
8720      2.0472534384005701e+00 3.5625757500506111e-01 9.4344227597821706e-01 1.9680769267559794e+00 -1.2205233393386878e+00 7.8209197336363265e-02
8721      2.0472710253158795e+00 3.5626974942685591e-01 9.4340641679575443e-01 1.9682008354748730e+00 -1.2206059763816040e+00 7.8217198130573110e-02
8722      2.0472885336329556e+00 3.5628168320685882e-01 9.4337088491480892e-01 1.9683242527314506e+00 -1.2206882872201628e+00 7.8225185050301627e-02
8723      2.0473059577890873e+00 3.5629337731446342e-01 9.4333568721704086e-01 1.9684471381412196e+00 -1.2207702448836366e+00 7.8233155133000984e-02
8724      2.0473232922103475e+00 3.5630483281837544e-01 9.4330083052050739e-01 1.9685694511752982e+00 -1.2208518223038336e+00 7.8241105390163754e-02
8725      2.0473405313140920e+00 3.5631605088429147e-01 9.4326632157836054e-01 1.9686911511789764e+00 -1.2209329923275363e+00 7.8249032808903635e-02
8726      2.0473576695113911e+00 3.5632703277248412e-01 9.4323216707749236e-01 1.9688121973904029e+00 -1.2210137277289883e+00 7.8256934353566857e-02
8727      2.0473747012095500e+00 3.5633777983534681e-01 9.4319837363721593e-01 1.9689325489595730e+00 -1.2210940012225859e+00 7.8264806967386788e-02
8728      2.0473916208146350e+00 3.5634829351487735e-01 9.4316494780796500e-01 1.9690521649675274e+00 -1.2211737854757347e+00 7.8272647574173071e-02
8729      2.0474084227339873e+00 3.5635857534007553e-01 9.4313189606999681e-01 1.9691710044456801e+00 -1.2212530531217647e+00 7.8280453080033729e-02
8730      2.0474251013787379e+00 3.5636862692430649e-01 9.4309922483207775e-01 1.9692890263954321e+00 -1.2213317767730782e+00 7.8288220375138384e-02
8731      2.0474416511664888e+00 3.5637844996259571e-01 9.4306694043027262e-01 1.9694061898080226e+00 -1.2214099290344020e+00 7.8295946335513206e-02
8732      2.0474580665237472e+00 3.5638804622884579e-01 9.4303504912662039e-01 1.9695224536844367e+00 -1.2214874825161557e+00 7.8303627824868743e-02
8733      2.0474743418886958e+00 3.5639741757302068e-01 9.4300355710793893e-01 1.9696377770557392e+00 -1.2215644098480027e+00 7.8311261696464490e-02
8734      2.0474904717136875e+00 3.5640656591824638e-01 9.4297247048456168e-01 1.9697521190033866e+00 -1.2216406836925071e+00 7.8318844795003242e-02
8735      2.0475064504679898e+00 3.5641549325786281e-01 9.4294179528914113e-01 1.9698654386799006e+00 -1.2217162767589147e+00 7.8326373958557780e-02
8736      2.0475222726403652e+00 3.5642420165241445e-01 9.4291153747542189e-01 1.9699776953296362e+00 -1.2217911618171076e+00 7.8333846020530035e-02
8737      2.0475379327418231e+00 3.5643269322658744e-01 9.4288170291708073e-01 1.9700888483097798e+00 -1.2218653117116252e+00 7.8341257811636145e-02
8738      2.0475534253082692e+00 3.5644097016608067e-01 9.4285229740652743e-01 1.9701988571115425e+00 -1.2219386993758814e+00 7.8348606161924642e-02
8739      2.0475687449032485e+00 3.5644903471442496e-01 9.4282332665375412e-01 1.9703076813814990e+00 -1.2220112978464299e+00 7.8355887902817833e-02
8740      2.0475838861206723e+00 3.5645688916975043e-01 9.4279479628519858e-01 1.9704152809430988e+00 -1.2220830802773757e+00 7.8363099869180886e-02
8741      2.0475988435875641e+00 3.5646453588149807e-01 9.4276671184260075e-01 1.9705216158184005e+00 -1.2221540199549350e+00 7.8370238901418185e-02
8742      2.0476136119668000e+00 3.5647197724706964e-01 9.4273907878189267e-01 1.9706266462498658e+00 -1.2222240903120281e+00 7.8377301847587746e-02
8743      2.0476281859599337e+00 3.5647921570844726e-01 9.4271190247211412e-01 1.9707303327223979e+00 -1.2222932649430258e+00 7.8384285565542638e-02
8744      2.0476425603099502e+00 3.5648625374874149e-01 9.4268518819431735e-01 1.9708326359854504e+00 -1.2223615176185592e+00 7.8391186925088160e-02
8745      2.0476567298040864e+00 3.5649309388870942e-01 9.4265894114051241e-01 1.9709335170753211e+00 -1.2224288223004567e+00 7.8398002810162098e-02
8746      2.0476706892766248e+00 3.5649973868322010e-01 9.4263316641261952e-01 1.9710329373374902e+00 -1.2224951531567054e+00 7.8404730121027361e-02
8747      2.0476844336117441e+00 3.5650619071767764e-01 9.4260786902142035e-01 1.9711308584491420e+00 -1.2225604845764961e+00 7.8411365776481293e-02
8748      2.0476979577463084e+00 3.5651245260440884e-01 9.4258305388556984e-01 1.9712272424417083e+00 -1.2226247911853785e+00 7.8417906716079233e-02
8749      2.0477112566727551e+00 3.5651852697901476e-01 9.4255872583058575e-01 1.9713220517235532e+00 -1.2226880478603988e+00 7.8424349902365867e-02
8750      2.0477243254418918e+00 3.5652441649667588e-01 9.4253488958787790e-01 1.9714152491026524e+00 -1.2227502297453148e+00 7.8430692323117890e-02
